"id_person_unique","id_fam1968","employed","emp_2023","sex","age_2021","emp_2021","educ_yrs_2021","days_unemp_2021","flourish_2021","soc_anxiety_2021","fam_expend_2021","female","emp_2021_working","log_fam_expend_2021","age_2023","food_ranout_2023","food_notlast_2023"
"4839_3",4839,1,1,1,22,1,14,0,13,2,108402.27,0,1,11.5936135335844,24,2,2
"4839_4",4839,1,1,2,20,1,15,0,11,3,108402.27,1,1,11.5936135335844,22,NA,NA
"4839_5",4839,1,1,2,17,7,11,NA,NA,NA,108402.27,1,0,11.5936135335844,19,NA,NA
"5010_32",5010,1,1,2,23,3,15,0,8,3,43473.28,1,0,10.6799247778433,26,3,3
"5012_46",5012,0,3,2,22,1,11,0,12,3,10185.25,1,1,9.22879405063443,25,NA,NA
"5012_196",5012,1,1,1,20,3,12,0,9,3,21933.75,0,0,9.99582741622513,22,3,2
"5013_32",5013,0,3,2,25,3,13,0,14,4,24257.09,1,0,10.0965054489782,27,NA,NA
"5014_40",5014,1,1,2,25,1,12,0,15,2,120509.62,1,1,11.6994931608095,27,NA,NA
"5014_43",5014,1,1,1,17,1,11,NA,NA,NA,85292.57,0,1,11.3538543496303,19,1,2
"5015_39",5015,1,1,1,26,5,12,0,15,3,47020,0,0,10.7583495894136,28,NA,NA
"5015_40",5015,1,1,1,23,2,12,0,18,2,28010,0,1,10.240352569152,25,NA,NA
"5015_42",5015,0,3,2,23,1,12,0,12,4,7738.8,1,1,8.95413112645664,25,NA,NA
"5015_44",5015,0,3,2,20,3,12,0,12,3,9425,1,0,9.15122710748368,22,NA,NA
"5015_45",5015,0,3,2,19,1,10,0,13,3,21080,1,1,9.95612743986031,21,NA,NA
"5018_35",5018,1,1,1,22,1,13,0,NA,NA,66808.99,0,1,11.1096078992413,25,NA,NA
"5018_36",5018,0,3,1,20,3,11,0,14,2,21300,0,0,9.96650929895228,22,NA,NA
"5018_37",5018,0,3,2,17,8,11,0,16,4,21300,1,0,9.96650929895228,19,3,2
"5018_39",5018,1,2,2,19,3,9,0,11,4,33335.95,1,0,10.4144216704164,20,NA,NA
"5031_49",5031,1,1,1,26,1,11,0,12,4,54500,0,1,10.9059743291069,28,NA,NA
"5031_50",5031,1,1,2,25,1,12,0,15,2,93904,1,1,11.450038911915,27,NA,NA
"5031_52",5031,1,1,1,25,1,11,NA,NA,NA,28810,0,1,10.2685125376463,27,NA,NA
"5031_58",5031,0,3,1,18,7,11,0,10,2,60233.04,0,0,11.0059929199961,19,NA,NA
"5035_32",5035,1,2,2,21,1,12,0,18,2,19899.01,1,1,9.89847551322502,23,NA,NA
"5036_31",5036,0,3,1,27,1,14,0,14,2,38300,0,1,10.5532312844885,28,NA,NA
"5037_192",5037,1,1,1,18,3,12,0,6,3,43960.15,0,0,10.691061568321,20,NA,NA
"5040_33",5040,1,1,2,27,2,13,0,13,2,65926.26,1,1,11.0963072920143,28,NA,NA
"5040_34",5040,1,1,2,24,3,14,0,12,2,20254.37,1,0,9.91617522256449,26,3,3
"5045_177",5045,1,1,2,20,1,13,NA,NA,NA,18297.37,1,1,9.8145672638242,22,NA,NA
"5045_185",5045,1,1,1,17,7,11,NA,NA,NA,84156.86,0,0,11.3404495998916,18,NA,NA
"5048_48",5048,1,1,1,25,1,17,0,7,2,24291.91,0,1,10.0979398172083,27,NA,NA
"5048_49",5048,0,3,2,24,1,12,0,9,5,38932.34,1,1,10.569606231941,25,NA,NA
"5048_50",5048,1,1,2,20,3,13,0,17,3,39640,1,0,10.5876192151691,22,NA,NA
"5048_51",5048,1,1,2,19,6,12,0,17,3,39640,1,0,10.5876192151691,20,NA,NA
"5048_52",5048,0,3,1,17,3,11,0,11,2,115120,0,0,11.6537390281114,19,3,3
"5048_184",5048,1,1,2,25,2,12,0,12,1,28873.39,1,1,10.2707103220598,27,NA,NA
"5052_52",5052,0,3,2,26,3,11,0,15,1,23012.33,1,0,10.0438288922456,27,3,2
"5052_58",5052,0,3,1,19,3,10,0,10,3,23012.33,0,0,10.0438288922456,20,NA,NA
"5052_196",5052,0,3,2,18,7,10,0,13,3,18600,1,0,9.83097062169695,20,NA,NA
"5055_43",5055,1,2,2,26,3,11,0,13,3,59867.89,1,0,10.9999122835772,28,NA,NA
"5055_46",5055,0,3,2,25,3,13,0,8,5,22340,1,0,10.0141788343788,27,NA,NA
"5055_47",5055,0,3,1,26,2,15,0,12,2,41552.48,0,1,10.634736551289,28,NA,NA
"5055_49",5055,1,1,1,23,1,14,0,16,4,51877.91,0,1,10.8566676281865,25,NA,NA
"5055_51",5055,1,1,1,21,2,12,NA,NA,NA,26763.87,0,1,10.1948454857262,22,NA,NA
"5055_52",5055,0,3,1,19,3,12,0,12,3,34002.84,0,0,10.4342287383974,21,NA,NA
"5055_53",5055,0,3,1,17,7,11,NA,NA,NA,34002.84,0,0,10.4342287383974,19,NA,NA
"5055_55",5055,0,3,2,17,8,11,NA,NA,NA,26763.87,1,0,10.1948454857262,19,NA,NA
"5055_198",5055,0,3,2,21,7,12,0,15,1,30144,1,0,10.3137743509235,23,2,3
"5055_199",5055,1,1,2,18,7,12,0,14,3,30144,1,0,10.3137743509235,21,NA,NA
"5057_47",5057,1,1,2,27,1,12,0,12,3,37663.25,1,1,10.536466647676,28,NA,NA
"5057_48",5057,0,3,2,16,7,11,NA,NA,NA,47078.3,1,0,10.7595886929544,18,NA,NA
"5065_43",5065,1,1,2,26,3,11,0,12,3,19039.57,1,0,9.85432724487204,28,NA,NA
"5065_50",5065,0,3,2,20,3,12,NA,NA,NA,27540,1,0,10.223431082444,22,NA,NA
"5066_41",5066,1,1,1,26,1,12,0,18,1,40711.62,0,1,10.6142933970778,28,NA,NA
"5069_40",5069,1,1,2,18,1,13,0,11,4,60014,1,1,11.0023498099594,21,NA,NA
"5071_37",5071,1,1,1,24,1,12,0,14,2,113430.19,0,1,11.6389516765498,26,2,2
"5085_31",5085,1,1,1,22,1,13,0,11,4,30581.7,0,1,10.3281897685874,24,NA,NA
"5085_32",5085,1,1,1,21,1,15,0,10,3,95300,0,1,11.4647955827667,23,NA,NA
"5120_33",5120,0,3,2,26,1,14,0,18,2,54800,1,1,10.9114637209448,28,NA,NA
"5120_35",5120,1,1,1,23,1,12,0,13,4,36233.28,0,1,10.4977609110548,25,NA,NA
"5120_36",5120,1,1,1,22,1,12,0,16,2,54800,0,1,10.9114637209448,24,NA,NA
"5126_36",5126,0,3,2,22,3,11,0,15,3,25400.58,1,0,10.1425666557964,23,NA,NA
"5136_44",5136,1,1,2,22,1,15,0,15,4,43645,1,1,10.6838669190389,23,NA,NA
"5136_45",5136,1,1,1,20,1,12,0,6,5,20987.98,0,1,9.95175281706508,22,NA,NA
"5136_46",5136,1,1,2,21,1,12,0,15,3,28452.23,1,1,10.2560169656233,23,NA,NA
"5154_48",5154,0,3,1,20,3,9,0,5,4,16410,0,0,9.70570712067963,22,NA,NA
"5154_50",5154,1,1,2,18,1,10,0,6,3,16410,1,1,9.70570712067963,20,NA,NA
"5154_51",5154,0,3,1,19,1,10,0,10,1,16410,0,1,9.70570712067963,21,NA,NA
"5170_42",5170,1,1,1,25,1,12,0,NA,3,19995,0,1,9.90328753253346,27,NA,NA
"5170_43",5170,1,1,1,25,1,12,0,7,3,18585.61,0,1,9.83019670798116,27,NA,NA
"5170_45",5170,0,3,1,19,1,12,35,15,1,97993.15,0,1,11.4926630619934,22,3,3
"5177_35",5177,1,1,2,26,7,13,0,14,2,46703.58,1,0,10.7515975116533,27,NA,NA
"5177_37",5177,1,1,2,20,1,13,0,6,5,59699.92,1,1,10.9971027096472,22,NA,NA
"5177_38",5177,1,1,2,17,1,10,NA,NA,NA,50040,1,1,10.820597948394,19,3,3
"5182_50",5182,1,1,1,24,1,13,0,NA,5,27648,0,1,10.2273448399312,25,NA,NA
"5182_51",5182,1,1,1,22,1,NA,0,14,2,27648,0,1,10.2273448399312,24,NA,NA
"5182_52",5182,1,1,1,22,1,13,0,8,4,68502,0,1,11.1346328189118,25,NA,NA
"5215_174",5215,1,1,2,26,1,17,0,9,2,58234.83,1,1,10.9722560800324,28,NA,NA
"5219_35",5219,1,2,2,26,3,11,0,13,4,11824.7,1,0,9.37803040822542,27,NA,NA
"5264_32",5264,1,1,2,26,1,17,0,13,2,47625.7,1,1,10.77114880733,28,NA,NA
"5274_33",5274,0,3,2,24,6,12,0,5,4,21645.26,1,0,9.98258797024004,26,NA,NA
"5290_38",5290,1,1,1,20,7,14,0,12,2,110284,0,0,11.6108232032467,22,3,3
"5290_188",5290,1,1,2,24,1,16,0,16,1,37238.81,1,1,10.5251336293372,27,NA,NA
"5292_204",5292,1,1,1,21,1,12,0,15,2,46219.5,0,1,10.7411787015976,23,NA,NA
"5299_58",5299,0,3,2,25,2,12,0,14,3,64841.8,1,1,11.0797211581375,27,NA,NA
"5299_60",5299,0,3,1,22,3,11,0,13,3,13390.72,0,0,9.5023918845059,24,NA,NA
"5299_61",5299,1,2,2,21,1,10,0,12,3,23124.83,1,1,10.0487054536284,22,NA,NA
"5299_62",5299,1,1,2,20,3,NA,NA,NA,NA,25185.25,1,0,10.134053489666,23,1,1
"5299_63",5299,0,3,2,22,3,12,0,18,5,34145.96,1,0,10.4384288420028,24,NA,NA
"5299_66",5299,0,3,2,18,3,12,0,10,4,27960,1,0,10.2385659610873,20,NA,NA
"5299_67",5299,1,1,2,16,7,10,NA,NA,NA,44911.3,1,0,10.7124669783086,18,2,3
"5299_68",5299,1,1,1,17,1,10,0,17,3,45274,0,1,10.7205102827516,20,NA,NA
"5299_182",5299,0,3,2,25,1,14,0,13,2,55985.85,1,1,10.9328721207138,27,NA,NA
"5299_190",5299,1,1,1,23,1,12,0,14,3,18220.45,0,1,9.81035475052336,25,NA,NA
"5306_34",5306,1,1,1,23,1,13,0,12,3,19636.86,0,1,9.88521461466828,25,2,2
"5314_38",5314,0,3,1,25,3,12,0,NA,4,40455.38,0,0,10.6079796356364,27,1,1
"5314_39",5314,1,1,2,23,1,13,0,15,4,7352.75,1,1,8.90296566617867,25,NA,NA
"5314_40",5314,0,3,2,23,3,12,0,13,3,20271.59,1,0,9.91702500632051,24,NA,NA
"5314_41",5314,0,3,2,24,1,12,0,14,4,21615.75,1,1,9.98122375611917,26,NA,NA
"5332_42",5332,1,1,1,26,1,14,0,11,3,49145.98,0,1,10.80257067913,28,NA,NA
"5332_43",5332,1,1,2,25,8,13,0,11,2,59252,1,0,10.989571690627,28,NA,NA
"5332_45",5332,1,1,1,18,1,12,0,13,3,73748.88,0,1,11.2084346470821,20,NA,NA
"5335_37",5335,0,3,1,27,1,12,0,14,4,42078.15,0,1,10.6473076475878,28,NA,NA
"5348_35",5348,1,1,1,22,7,15,0,15,3,12560.97,0,0,9.43842927485672,28,NA,NA
"5350_40",5350,1,1,2,22,3,13,0,10,4,30940,1,0,10.3398374442253,24,NA,NA
"5350_41",5350,1,1,1,19,3,11,0,18,3,113732.81,0,0,11.641615997013,22,2,2
"5363_35",5363,1,1,2,25,1,16,0,17,3,38548.82,1,1,10.5597067097199,27,NA,NA
"5364_35",5364,1,1,2,24,1,12,0,14,4,24420,1,1,10.1031986968672,26,NA,NA
"5364_37",5364,1,1,1,21,3,12,0,16,2,62486.74,0,0,11.0427256564826,23,NA,NA
"5366_206",5366,1,1,1,16,7,10,NA,NA,NA,52952.97,0,0,10.8771783246118,18,NA,NA
"5370_43",5370,1,2,1,21,1,12,0,11,3,43700,0,1,10.6851262641171,23,NA,NA
"5370_44",5370,1,1,1,20,1,11,0,7,3,56338.85,0,1,10.93915737902,22,NA,NA
"5375_31",5375,1,1,2,18,7,NA,0,13,3,48038,1,0,10.7797684599906,21,NA,NA
"5392_40",5392,1,1,1,25,1,12,0,15,3,35440,0,1,10.4756246210252,28,NA,NA
"5392_41",5392,1,1,1,21,6,11,0,11,3,57100,0,0,10.9525769086256,24,NA,NA
"5393_38",5393,1,1,1,24,3,13,0,11,3,41864.48,0,0,10.6422168999974,26,NA,NA
"5393_39",5393,0,3,2,19,3,12,0,16,3,19196.79,1,0,9.86255044722421,22,NA,NA
"5395_37",5395,1,1,2,25,1,13,0,10,3,31131.42,1,1,10.3460049989301,27,NA,NA
"5430_50",5430,1,1,2,26,1,14,0,12,5,90969.11,1,1,11.4182862700052,28,NA,NA
"5430_53",5430,0,3,1,24,1,12,NA,NA,NA,30005.26,0,1,10.3091613055431,26,NA,NA
"5430_54",5430,1,1,2,24,3,14,0,13,2,34931.44,1,0,10.4611711893549,25,NA,NA
"5430_55",5430,1,1,1,22,6,11,NA,NA,NA,14090.38,0,0,9.55331854189944,24,NA,NA
"5430_57",5430,0,3,2,21,1,12,0,10,4,43932,1,1,10.6904210251002,23,NA,NA
"5430_60",5430,1,1,1,21,3,NA,NA,NA,NA,74222.99,0,0,11.2148426922642,23,NA,NA
"5430_62",5430,1,1,1,22,6,12,0,18,1,29027.87,0,0,10.2760461310113,24,NA,NA
"5430_64",5430,1,1,1,19,1,12,0,15,4,6973.41,0,1,8.8500030152982,21,2,2
"5430_70",5430,1,1,1,18,7,NA,0,13,2,74222.99,0,0,11.2148426922642,21,3,3
"5443_36",5443,1,1,2,23,1,15,0,10,5,23015,1,1,10.0439449052314,25,NA,NA
"5446_33",5446,1,1,2,20,1,10,0,6,5,64015.73,1,1,11.0668997344311,22,3,3
"5449_34",5449,1,1,1,25,1,15,0,10,5,29566.86,0,1,10.2944432395817,27,3,3
"5449_35",5449,0,3,1,22,1,13,0,15,3,29566.86,0,1,10.2944432395817,24,2,1
"5458_37",5458,1,1,1,24,1,14,0,14,5,35148,0,1,10.467351447332,26,NA,NA
"5458_38",5458,1,1,2,22,1,13,0,14,2,54822,1,1,10.9118650929125,24,NA,NA
"5458_39",5458,1,1,2,16,7,8,NA,NA,NA,54822,1,0,10.9118650929125,18,NA,NA
"5458_40",5458,1,1,2,19,3,12,0,12,5,48112.5,1,0,10.7813180819954,21,NA,NA
"5459_34",5459,0,3,1,21,1,14,1,14,1,50154.16,0,1,10.8228766794232,23,2,3
"5459_35",5459,1,1,1,19,1,11,0,11,4,50154.16,0,1,10.8228766794232,21,3,3
"5462_36",5462,1,1,1,25,1,14,0,16,1,34648,0,1,10.4530241441727,27,3,3
"5462_39",5462,0,3,1,18,7,12,0,7,3,31650,0,0,10.3625250226498,19,3,3
"5463_186",5463,1,1,1,26,1,12,0,9,3,45948.99,0,1,10.735308910156,28,NA,NA
"5463_188",5463,1,1,1,23,1,12,0,14,1,40040,0,1,10.5976592081423,25,NA,NA
"5464_43",5464,1,1,2,26,3,14,0,12,4,29159.16,1,0,10.280558673076,28,NA,NA
"5464_190",5464,1,1,2,25,1,14,0,12,5,38197.69,1,1,10.5505565008129,26,NA,NA
"5476_31",5476,0,3,2,20,1,13,0,11,4,32220.03,1,1,10.3803746239419,22,2,2
"5479_32",5479,1,1,2,21,5,12,0,12,5,20828,1,0,9.94410152542138,23,NA,NA
"5494_38",5494,0,3,1,20,1,12,0,11,3,4337.38,0,1,8.37525628552176,22,NA,NA
"5495_34",5495,1,1,2,24,1,17,0,9,3,34170,1,1,10.4391326101186,26,NA,NA
"5498_34",5498,1,1,1,20,1,11,0,12,4,77990.6,0,1,11.2643564075648,22,NA,NA
"5501_187",5501,1,1,1,20,1,12,0,11,3,43397.78,0,1,10.6781866090943,22,NA,NA
"5503_192",5503,0,3,2,16,7,9,NA,NA,NA,45157.17,1,0,10.7179264948562,18,NA,NA
"5513_35",5513,0,3,1,24,2,11,0,15,3,20315.17,0,1,9.91917239967506,26,NA,NA
"5513_36",5513,0,3,1,22,3,9,NA,NA,NA,24915.07,0,0,10.1232682558098,25,NA,NA
"5526_50",5526,1,2,2,22,3,12,0,15,4,21463.87,1,0,9.97417292426949,24,NA,NA
"5527_31",5527,1,1,2,24,1,12,0,17,2,56271.12,1,1,10.9379544872108,26,NA,NA
"5527_32",5527,1,1,2,23,1,12,0,8,5,56271.12,1,1,10.9379544872108,25,3,3
"5537_46",5537,0,3,2,26,3,14,0,12,4,34673.52,1,0,10.453760402261,28,NA,NA
"5537_48",5537,1,1,1,25,1,12,0,12,4,70717.25,0,1,11.1664589515302,27,NA,NA
"5537_49",5537,0,3,2,23,3,12,0,17,5,28522.29,1,0,10.2584762255188,25,NA,NA
"5537_50",5537,1,1,2,23,7,15,0,6,3,71166.16,1,0,11.172786755043,25,NA,NA
"5537_52",5537,1,1,1,21,8,11,0,16,3,47144,0,0,10.7609832378998,23,NA,NA
"5537_53",5537,1,1,2,20,7,15,0,9,4,71166.16,1,0,11.172786755043,22,NA,NA
"5537_54",5537,1,1,2,21,8,11,0,15,5,56574.28,1,0,10.943327419672,23,NA,NA
"5537_55",5537,1,1,2,21,1,12,0,13,3,126076.31,1,1,11.7446505692042,23,2,3
"5537_56",5537,1,1,1,19,3,12,31,7,5,126076.31,0,0,11.7446505692042,20,NA,NA
"5539_40",5539,0,3,1,26,1,13,0,12,2,30740,0,1,10.3333525474678,28,NA,NA
"5539_41",5539,0,3,1,25,3,13,0,7,1,22313.03,0,0,10.0129709075997,27,NA,NA
"5547_42",5547,1,1,2,18,1,11,0,9,5,48745.11,1,1,10.7943806783704,20,NA,NA
"5553_33",5553,1,1,2,23,1,16,0,18,2,88989.6,1,1,11.3962860251588,25,NA,NA
"5560_42",5560,1,1,2,25,1,16,0,15,3,62374,1,1,11.0409198330538,27,NA,NA
"5560_43",5560,1,1,1,23,7,16,0,17,2,111501.62,0,0,11.6218033673641,25,NA,NA
"5560_44",5560,1,1,2,23,1,15,0,13,4,61480,1,1,11.0264834629724,25,NA,NA
"5560_47",5560,0,3,1,17,7,10,NA,NA,NA,53125.59,0,0,10.8804328351906,19,NA,NA
"5560_48",5560,0,3,2,17,3,10,0,15,4,19566.69,1,0,9.88163501561013,20,NA,NA
"5565_36",5565,1,1,2,23,7,16,10,NA,5,11620.13,1,0,9.36058027180517,25,NA,NA
"5565_37",5565,1,1,2,20,7,14,0,16,5,75308,1,0,11.2293549285582,22,NA,NA
"5566_32",5566,1,2,2,26,1,14,0,11,4,62452.18,1,1,11.0421724349939,28,NA,NA
"5566_33",5566,1,1,1,21,1,12,0,13,2,64136,0,1,11.0687766994685,23,NA,NA
"5569_43",5569,1,1,2,20,6,12,0,9,3,105540.53,1,0,11.5668598037278,22,3,3
"5569_44",5569,1,1,2,18,3,12,0,NA,3,37240,1,0,10.5251655838769,20,NA,NA
"5569_45",5569,1,1,1,18,7,11,0,14,3,50477.76,0,0,10.8293079327296,20,NA,NA
"5570_48",5570,1,1,2,23,1,15,0,13,4,55758.3,1,1,10.9287994915536,25,NA,NA
"5570_49",5570,1,1,1,20,1,14,0,16,1,55644.31,0,1,10.9267530764226,22,NA,NA
"5573_43",5573,0,3,2,27,3,12,0,9,5,27770.81,1,0,10.2317767564267,28,NA,NA
"5573_47",5573,1,1,2,18,3,10,0,12,4,55968.91,1,0,10.9325695038798,19,3,3
"5573_192",5573,0,3,2,24,8,NA,NA,NA,NA,16330.3,1,0,9.70083879087924,26,NA,NA
"5573_193",5573,0,3,1,21,3,12,NA,NA,NA,75448.5,0,0,11.2312188372688,24,2,2
"5576_42",5576,1,1,2,20,3,11,0,7,5,57624,1,0,10.961711780299,22,3,3
"5610_35",5610,1,1,2,23,1,15,0,11,2,21710,1,1,9.98557432353424,25,NA,NA
"5610_38",5610,1,1,2,16,7,10,NA,NA,NA,15460,1,0,9.64607600310259,18,NA,NA
"5611_179",5611,1,1,2,24,1,13,0,11,4,31930,1,1,10.3713326037277,26,NA,NA
"5612_41",5612,1,1,1,26,1,12,0,17,2,43574.49,0,1,10.6822501153049,28,NA,NA
"5613_48",5613,1,1,2,26,1,17,0,13,1,32740.51,1,1,10.3963989708146,28,NA,NA
"5613_49",5613,0,3,1,25,1,10,0,11,2,23474,0,1,10.0636913040765,26,NA,NA
"5613_50",5613,1,1,1,18,1,9,0,14,5,18849.04,0,1,9.84427031488982,20,2,2
"5613_51",5613,1,1,1,20,3,11,0,NA,3,38034.76,0,0,10.5462820488277,22,2,2
"5613_52",5613,1,1,2,18,7,12,0,14,4,38034.76,1,0,10.5462820488277,20,NA,NA
"5614_38",5614,0,3,2,25,1,13,0,13,3,50769.62,1,1,10.8350731198031,27,NA,NA
"5614_40",5614,1,1,1,16,7,NA,NA,NA,NA,38186.79,0,0,10.5502711099931,18,NA,NA
"5619_178",5619,1,1,1,20,3,12,0,11,3,18614.82,0,0,9.83176703583353,22,NA,NA
"5621_35",5621,0,3,2,25,3,13,0,15,2,33442.77,1,0,10.4176208000785,27,NA,NA
"5621_36",5621,1,1,2,23,1,13,0,18,2,63580,1,1,11.0600699625575,25,NA,NA
"5621_37",5621,1,1,1,22,1,11,0,15,2,43436,0,1,10.6790668914495,24,3,2
"5621_38",5621,0,3,2,17,1,12,0,9,4,26020,1,1,10.1666591833034,19,NA,NA
"5623_53",5623,1,1,2,26,8,12,0,13,3,39928.68,1,0,10.5948751860006,28,NA,NA
"5623_55",5623,0,3,1,24,1,12,0,12,3,8080,0,1,8.99727090623345,26,NA,NA
"5623_56",5623,0,3,2,23,3,14,0,7,2,37788,1,0,10.5397733339664,24,NA,NA
"5623_57",5623,0,3,1,22,8,11,0,9,4,47089.28,0,0,10.7598218892807,24,NA,NA
"5623_58",5623,1,1,2,24,3,13,0,13,3,61028,1,0,11.0191044400201,26,NA,NA
"5623_59",5623,1,1,2,20,1,11,0,12,3,43860,1,1,10.6887808215296,22,NA,NA
"5623_61",5623,0,3,1,21,5,10,0,4,5,17263.61,0,0,9.75641402051596,23,NA,NA
"5623_65",5623,0,3,1,18,3,12,0,8,3,79240,0,0,11.2802491206218,21,NA,NA
"5623_66",5623,1,1,1,18,1,13,0,11,3,34453,0,1,10.4473803800063,20,NA,NA
"5623_70",5623,1,1,2,17,7,10,0,11,5,47089.28,1,0,10.7598218892807,19,2,2
"5623_72",5623,1,1,2,17,1,12,0,7,4,43860,1,1,10.6887808215296,20,NA,NA
"5623_200",5623,1,2,1,26,2,13,0,15,3,31141.81,0,1,10.3463386789533,28,NA,NA
"5628_45",5628,0,3,1,18,7,9,0,10,2,42386.58,0,0,10.654610673781,20,3,3
"5628_47",5628,0,3,1,17,7,11,NA,NA,NA,42386.58,0,0,10.654610673781,19,3,3
"5628_48",5628,0,3,1,17,1,9,0,15,1,52954.78,0,1,10.8772125046566,19,NA,NA
"5628_184",5628,0,3,1,20,7,12,NA,NA,NA,42386.58,0,0,10.654610673781,21,2,3
"5628_188",5628,0,3,1,18,7,11,0,16,3,52954.78,0,0,10.8772125046566,21,NA,NA
"5628_197",5628,1,1,2,21,1,12,0,14,3,30331.16,1,1,10.3199638147641,23,NA,NA
"5635_43",5635,1,1,1,25,1,12,0,12,3,42605.43,0,1,10.6597604598345,28,2,2
"5635_46",5635,1,1,2,17,7,11,NA,NA,NA,48500,1,0,10.7893396952697,19,NA,NA
"5636_176",5636,0,3,1,20,8,12,0,6,1,27676,0,0,10.228357022355,22,NA,NA
"5641_38",5641,1,1,1,25,3,NA,0,13,2,47760,0,0,10.7739646858707,27,NA,NA
"5642_180",5642,1,1,2,19,1,12,0,8,3,63017.04,1,1,11.0511763135899,21,NA,NA
"5655_43",5655,1,1,2,19,1,12,0,8,4,34962,1,1,10.4620456384448,21,NA,NA
"5655_44",5655,1,1,1,17,7,11,0,7,4,55739.25,0,0,10.9284577861353,20,2,3
"5656_45",5656,1,2,1,27,1,14,0,16,3,29720,0,1,10.2996091456411,28,NA,NA
"5656_193",5656,1,2,2,25,6,11,0,11,5,77008.32,1,0,11.2516817324722,27,NA,NA
"5663_53",5663,1,1,1,26,3,12,0,9,1,23418.75,0,0,10.0613349624577,28,NA,NA
"5664_181",5664,1,1,2,18,1,11,0,12,4,54320,1,1,10.9026661714888,20,NA,NA
"5676_37",5676,1,2,2,18,7,12,NA,NA,NA,47702,1,0,10.7727495679805,20,NA,NA
"5677_44",5677,1,1,1,24,3,13,0,4,4,37415.96,0,0,10.5298793565493,26,NA,NA
"5677_47",5677,0,3,1,21,3,12,0,12,3,16792.71,0,0,9.72875969052248,23,NA,NA
"5678_41",5678,0,3,2,25,3,12,0,15,3,51100,1,0,10.8415593454719,27,NA,NA
"5680_35",5680,1,1,1,19,7,13,0,8,5,62021.87,0,0,11.0352584669788,22,3,3
"5683_44",5683,0,3,1,18,1,12,0,18,4,64765.84,0,1,11.0785490229676,20,3,3
"5683_46",5683,0,3,1,17,7,9,0,14,3,38732.3,0,0,10.5644549741463,19,NA,NA
"5684_43",5684,1,1,1,18,7,13,0,8,3,47844.15,0,0,10.7757250333323,20,NA,NA
"5684_243",5684,1,1,2,26,1,NA,0,17,3,68758.47,1,1,11.1383697514973,28,NA,NA
"5685_33",5685,1,1,1,17,7,11,0,14,2,71911.38,0,0,11.1832037124756,19,NA,NA
"5693_49",5693,1,1,2,24,1,12,0,11,3,9376,1,1,9.14601516141962,26,NA,NA
"5693_50",5693,1,1,1,22,1,14,0,12,3,72171.64,0,1,11.1868163056938,24,2,2
"5706_40",5706,1,1,2,26,1,14,0,10,4,115784.02,1,1,11.659490474786,28,3,3
"5706_43",5706,1,2,1,23,1,13,0,14,2,144852.41,0,1,11.8834775445152,25,NA,NA
"5748_40",5748,1,1,2,23,1,14,0,9,3,34874.65,1,1,10.4595441569428,24,NA,NA
"5748_42",5748,1,1,2,17,7,NA,NA,NA,NA,28488.57,1,0,10.257293334363,19,2,3
"5749_47",5749,0,3,1,25,1,12,0,16,3,54693.33,0,1,10.9095153267303,27,NA,NA
"5749_48",5749,1,1,2,24,3,14,0,8,5,61222.44,1,0,11.0222854017081,26,NA,NA
"5749_49",5749,1,1,2,21,7,14,0,13,3,61222.44,1,0,11.0222854017081,23,NA,NA
"5757_35",5757,1,1,2,23,1,16,0,7,4,35174.29,1,1,10.4680991264404,25,NA,NA
"5757_38",5757,0,3,2,19,7,12,0,7,5,45918,1,0,10.7346342537528,20,2,2
"5771_31",5771,1,1,1,22,3,13,NA,NA,NA,75244,0,0,11.2285047352208,24,2,2
"5801_36",5801,0,3,1,20,1,12,NA,NA,NA,20503.68,0,1,9.92840843175462,22,NA,NA
"5801_38",5801,1,1,2,20,6,NA,NA,NA,NA,27140,1,0,10.2088007786939,22,NA,NA
"5812_57",5812,0,3,2,27,2,14,0,18,1,22032.89,1,1,10.0003370016029,28,NA,NA
"5812_60",5812,1,1,2,26,1,13,0,15,3,22913.96,1,1,10.0395452513602,27,NA,NA
"5812_63",5812,1,1,1,22,1,12,0,16,1,13748.53,0,1,9.52875992069232,24,NA,NA
"5813_37",5813,1,1,2,24,1,15,0,14,3,57460,1,1,10.9588617357929,26,3,3
"5813_38",5813,1,2,2,21,6,11,0,13,4,13159.2,1,0,9.48495240233222,23,NA,NA
"5814_47",5814,1,1,1,19,1,12,NA,NA,NA,21859.95,0,1,9.9924572191577,21,2,2
"5814_52",5814,1,1,1,17,3,12,NA,NA,NA,7440,0,0,8.91476052739726,19,2,2
"5814_192",5814,0,3,1,20,3,8,NA,NA,NA,21859.95,0,0,9.9924572191577,23,2,1
"5834_34",5834,1,1,2,25,1,12,0,17,5,37504,1,1,10.5322295364037,27,3,3
"5841_35",5841,1,1,1,26,2,14,0,14,3,65350.96,0,1,11.0875427109515,28,NA,NA
"5849_47",5849,1,1,2,26,1,15,0,12,3,67878,1,1,11.1254819873599,28,NA,NA
"5849_49",5849,1,1,2,24,1,12,0,13,3,45502.31,1,1,10.7255403495458,26,NA,NA
"5853_197",5853,1,1,1,24,1,12,0,15,1,24037.25,0,1,10.0874015906583,25,NA,NA
"5858_39",5858,1,1,1,26,1,12,0,14,2,7875.92,0,1,8.97169224350093,27,NA,NA
"5858_40",5858,0,3,2,22,2,12,0,18,1,33336.4,1,1,10.4144351688607,24,NA,NA
