"id_person_unique","id_fam1968","employed","emp_2023","sex","age_2021","emp_2021","educ_yrs_2021","days_unemp_2021","flourish_2021","soc_anxiety_2021","fam_expend_2021","female","emp_2021_working","log_fam_expend_2021","age_2023","food_ranout_2023","food_notlast_2023"
"2708_179",2708,1,1,1,24,1,14,0,8,2,32660,0,1,10.3939369845493,26,NA,NA
"2712_32",2712,1,1,2,25,1,17,0,4,3,53006.67,1,1,10.8781918990449,27,NA,NA
"2714_39",2714,1,1,1,20,1,13,0,16,3,127696,0,1,11.757415549184,22,NA,NA
"2714_183",2714,1,1,2,25,1,12,0,10,4,31675.02,1,1,10.363315206723,28,NA,NA
"2717_38",2717,1,1,2,25,1,16,0,14,2,56899.62,1,1,10.9490615163644,27,NA,NA
"2717_39",2717,1,1,1,22,1,12,0,8,4,115460,0,1,11.6566880895856,24,2,3
"2726_31",2726,1,1,1,26,1,16,0,11,2,48132,0,1,10.781723291541,28,NA,NA
"2727_39",2727,1,1,1,17,7,10,0,9,4,61746,0,0,11.0308006703141,19,3,3
"2753_37",2753,1,1,2,16,7,11,NA,NA,NA,75450,1,0,11.2312387179186,18,NA,NA
"2755_33",2755,1,1,2,19,1,14,0,11,4,36850,1,1,10.5146380342913,22,NA,NA
"2760_174",2760,1,1,1,27,1,16,0,11,4,33197.22,0,1,10.4102515390094,28,NA,NA
"2770_32",2770,1,1,1,18,1,12,0,6,5,97853.02,0,1,11.4912320552711,20,NA,NA
"2771_35",2771,1,1,1,26,1,14,0,13,3,45239.89,0,1,10.7197566028924,28,NA,NA
"2781_34",2781,0,3,2,20,8,12,0,12,3,51718.34,1,0,10.8535870717835,22,2,3
"2781_35",2781,1,1,2,19,1,13,0,12,5,83620,1,1,11.3340499637006,21,1,2
"2786_34",2786,1,1,1,26,1,13,0,14,2,42890.4,0,1,10.6664266186196,28,NA,NA
"2786_35",2786,1,1,1,17,1,11,NA,NA,NA,47451.96,0,1,10.7674941835466,19,NA,NA
"2805_32",2805,1,1,2,17,7,12,0,16,4,73980.35,1,0,11.2115683133951,20,NA,NA
"2827_33",2827,1,1,2,18,3,12,0,14,4,23361.47,1,0,10.0588861676538,21,NA,NA
"2827_178",2827,1,1,1,24,1,12,0,11,4,40372.8,0,1,10.605936338721,26,NA,NA
"2828_33",2828,1,1,1,18,7,12,0,9,3,158344.87,0,0,11.9725369701615,20,NA,NA
"2831_34",2831,1,1,1,21,1,14,NA,NA,NA,36900,0,1,10.5159939299324,24,NA,NA
"2835_31",2835,1,1,1,26,1,16,NA,NA,NA,47609.68,0,1,10.7708123848003,28,NA,NA
"2838_34",2838,1,1,2,20,1,13,0,12,3,70857.77,1,1,11.1684440200978,21,NA,NA
"2845_40",2845,1,1,2,21,1,12,0,14,2,32071.35,1,1,10.3757495672087,22,NA,NA
"2847_42",2847,0,3,1,21,3,12,0,15,3,29934.03,0,0,10.3067846455303,23,3,3
"2847_43",2847,0,3,1,20,3,11,0,12,2,29934.03,0,0,10.3067846455303,21,NA,NA
"2848_42",2848,1,1,1,26,1,13,0,17,3,35975.89,0,1,10.4906320668592,27,NA,NA
"2848_43",2848,1,1,1,24,6,12,0,12,4,76023.34,0,0,11.2388088311531,26,NA,NA
"2851_35",2851,1,1,1,25,1,14,0,11,3,61338.96,0,1,11.024186785565,27,NA,NA
"2852_50",2852,1,1,1,26,1,13,0,13,3,75330.67,0,1,11.2296559096965,28,NA,NA
"2852_53",2852,1,1,1,25,1,12,0,15,5,43917.14,0,1,10.6900827255599,27,NA,NA
"2852_54",2852,1,1,2,24,1,14,0,14,4,31849,1,1,10.3687926610003,26,NA,NA
"2852_55",2852,1,1,1,22,1,11,0,4,5,51100,0,1,10.8415593454719,24,NA,NA
"2852_56",2852,1,1,2,23,1,16,0,8,5,40162,1,1,10.6007014527708,24,NA,NA
"2852_57",2852,1,1,1,22,1,12,0,8,2,46298.64,0,1,10.7428894646661,24,NA,NA
"2852_59",2852,1,1,2,19,6,13,0,13,3,50880,1,0,10.8372448519089,21,NA,NA
"2852_62",2852,1,1,1,16,6,10,NA,NA,NA,56720,0,0,10.945899791516,19,NA,NA
"2860_33",2860,1,1,1,22,3,13,0,14,1,23451.59,0,0,10.0627362155367,24,NA,NA
"2860_34",2860,1,1,1,21,1,12,NA,NA,NA,18308.02,0,1,9.81514911357096,23,NA,NA
"2861_31",2861,1,1,1,20,1,11,0,14,1,55956.48,0,1,10.9323473955996,22,NA,NA
"2881_38",2881,1,1,2,23,1,16,0,15,3,38034.3,1,1,10.5462699548724,25,NA,NA
"2885_34",2885,0,3,1,19,3,14,0,12,5,35200.86,0,0,10.4688542010992,21,NA,NA
"2887_37",2887,0,3,2,19,5,NA,0,15,2,56504.86,1,0,10.9420996285705,21,3,3
"2895_34",2895,1,1,2,25,1,15,0,11,2,38695.27,1,1,10.5634984919438,27,NA,NA
"2897_39",2897,1,1,2,19,1,13,0,18,4,34120,1,1,10.4376683094997,22,NA,NA
"2902_32",2902,1,1,2,26,1,16,0,15,2,90060,1,1,11.4082424975026,28,NA,NA
"2902_33",2902,1,1,1,24,1,13,0,12,3,54520.91,0,1,10.9063579182122,26,NA,NA
"2910_33",2910,1,1,1,26,3,12,0,13,3,73297.36,0,0,11.2022935138182,28,NA,NA
"2916_31",2916,1,1,2,26,6,12,0,11,4,21560.71,1,0,9.97867433542138,28,NA,NA
"2916_32",2916,1,1,1,25,1,12,0,13,3,24811.94,0,1,10.1191205702698,27,NA,NA
"2924_32",2924,1,1,2,24,1,12,0,15,3,46505.37,1,1,10.7473445714406,26,NA,NA
"3023_4",3023,1,1,1,25,1,16,0,6,3,98840,0,1,11.5012677774128,28,NA,NA
"3024_3",3024,1,1,2,25,1,14,0,16,1,18980,1,1,9.85119375781499,27,NA,NA
"3024_30",3024,0,3,1,21,3,12,0,11,3,18980,0,0,9.85119375781499,23,NA,NA
"3027_2",3027,1,1,1,26,1,12,0,12,2,73312,0,1,11.2024932254919,28,3,3
"3027_30",3027,1,1,1,21,1,12,0,11,3,73312,0,1,11.2024932254919,23,NA,NA
"3034_174",3034,1,1,2,23,1,12,0,10,2,70638.59,1,1,11.165346031184,25,NA,NA
"3052_31",3052,1,1,2,20,3,14,0,11,4,49660.34,1,0,10.8129820421858,22,NA,NA
"3055_3",3055,1,1,2,25,1,NA,NA,NA,NA,78152.03,1,1,11.2664241066911,28,NA,NA
"3055_4",3055,1,1,2,24,1,16,0,11,4,28361.64,1,1,10.2528280651711,26,NA,NA
"3078_3",3078,1,1,2,25,1,16,0,9,3,154032.08,1,1,11.9449226635232,27,NA,NA
"3078_30",3078,1,1,2,21,1,15,0,11,3,154032.08,1,1,11.9449226635232,23,3,3
"3088_5",3088,1,1,2,26,1,16,0,9,5,72752.27,1,1,11.1948291324772,28,NA,NA
"3095_30",3095,1,1,1,23,1,12,0,11,1,27244.06,0,1,10.2126274992537,26,3,3
"3096_3",3096,1,1,2,26,1,16,0,10,3,63900,1,1,11.0650902896954,28,NA,NA
"3099_5",3099,1,1,1,26,3,16,0,11,4,49288.85,0,0,10.8054734564812,28,NA,NA
"3099_30",3099,0,3,1,24,3,16,0,8,3,49438.06,0,0,10.8084960790058,26,NA,NA
"3113_3",3113,1,1,1,25,1,14,0,7,1,138684,0,1,11.8399604533746,27,3,3
"3125_5",3125,1,1,2,25,1,14,0,12,3,59578.92,1,1,10.9950738835339,28,NA,NA
"3131_2",3131,1,1,1,26,1,16,0,13,3,41236,0,1,10.627091190577,28,NA,NA
"3131_3",3131,1,1,1,24,1,15,0,11,4,39994.89,0,1,10.5965319778169,26,3,3
"3133_3",3133,1,1,1,24,3,12,0,12,3,67493.01,0,0,11.1197941321822,26,3,3
"3133_30",3133,1,1,2,22,1,12,0,7,4,67493.01,1,1,11.1197941321822,24,NA,NA
"3133_31",3133,0,3,2,19,1,14,0,11,3,67493.01,1,1,11.1197941321822,21,NA,NA
"3135_30",3135,1,1,2,23,6,12,0,12,3,38767.13,1,0,10.5653537963317,24,NA,NA
"3136_3",3136,1,1,2,25,1,13,0,17,2,66716.26,1,1,11.1082189690431,27,NA,NA
"3136_30",3136,1,1,2,20,7,12,0,18,3,66716.26,1,0,11.1082189690431,21,NA,NA
"3137_32",3137,1,1,1,18,1,11,0,14,4,63682.04,0,1,11.0616735580723,21,NA,NA
"3143_30",3143,1,1,2,23,1,12,0,17,3,37740.39,1,1,10.5385126491929,25,NA,NA
"3147_32",3147,1,1,2,16,7,11,NA,NA,NA,58454.39,1,0,10.9760191782175,19,NA,NA
"3149_30",3149,1,1,2,23,1,16,0,14,3,31070,1,1,10.344030187257,26,NA,NA
"3151_30",3151,0,3,1,22,7,12,0,10,3,82392,0,0,11.3192557608327,24,NA,NA
"3156_4",3156,1,1,1,24,1,12,0,11,4,38328,0,1,10.5539620688091,26,NA,NA
"3172_171",3172,1,1,2,18,1,12,0,8,4,62045.07,1,1,11.0356324526076,20,NA,NA
"3176_5",3176,0,3,1,24,3,12,0,13,2,31136.24,0,0,10.3461598094754,27,NA,NA
"3176_31",3176,0,3,2,20,1,12,0,8,3,31136.24,1,1,10.3461598094754,22,NA,NA
"3177_3",3177,1,1,2,26,6,15,0,10,2,29280,1,0,10.2846941204975,28,NA,NA
"3179_6",3179,1,1,1,25,1,12,0,12,3,20838,0,1,9.94458151007109,27,NA,NA
"3179_30",3179,0,3,2,22,1,10,0,8,4,15438.93,1,1,9.64471228988973,24,NA,NA
"3190_30",3190,0,3,1,17,7,11,NA,NA,NA,28890.87,0,0,10.2713155196452,18,NA,NA
"3193_32",3193,1,1,1,19,1,11,0,12,5,56764.13,0,1,10.9466775077396,21,NA,NA
"3193_33",3193,1,1,1,17,7,11,0,16,4,75018.5,0,0,11.2255033587243,19,NA,NA
"3194_30",3194,1,1,2,24,6,11,0,14,3,36311.73,1,0,10.4999236474813,25,NA,NA
"3196_7",3196,1,1,2,25,3,16,0,13,4,48480,1,0,10.7889272475932,27,NA,NA
"3196_8",3196,1,1,1,24,3,12,0,NA,1,28257.09,0,0,10.2491350672595,26,NA,NA
"3204_5",3204,1,1,2,25,1,13,0,13,1,39020,1,1,10.5718552417318,28,NA,NA
"3207_31",3207,1,1,1,17,7,11,0,11,5,28901,0,0,10.2716660758583,19,NA,NA
"3208_30",3208,1,1,1,21,1,12,0,9,4,62300,0,1,11.0397327560111,23,NA,NA
"3208_31",3208,1,1,2,17,7,12,0,12,5,34510,1,0,10.4490333927803,20,NA,NA
"3211_30",3211,1,1,1,21,1,13,0,17,1,63429,0,1,11.0576922146279,23,NA,NA
"3211_170",3211,1,1,2,19,1,12,0,16,3,63429,1,1,11.0576922146279,21,NA,NA
"3217_3",3217,1,1,1,26,1,14,0,11,3,92824,0,1,11.4384712790453,28,2,2
"3217_30",3217,1,1,2,22,1,12,0,7,4,79440.58,1,1,11.2827771877458,24,NA,NA
"3217_31",3217,1,1,2,17,7,11,NA,NA,NA,48600,1,0,10.7913993858086,19,NA,NA
"3221_5",3221,1,1,2,26,7,15,0,11,5,98928,1,0,11.5021577001089,28,NA,NA
"3226_3",3226,1,1,2,25,1,16,0,9,4,24096,1,1,10.0898426304025,27,NA,NA
"3231_3",3231,1,1,1,24,1,15,0,10,3,62864,0,1,11.0487448490273,26,NA,NA
"3231_7",3231,1,1,2,26,1,16,NA,NA,NA,38735.65,1,1,10.5645414592931,28,NA,NA
"3231_30",3231,1,1,2,20,1,14,0,16,3,53820,1,1,10.8934190045616,22,NA,NA
"3235_6",3235,1,1,1,26,1,12,0,11,5,38540,0,1,10.5594778886997,27,NA,NA
"3236_30",3236,1,1,1,16,7,11,NA,NA,NA,62572.79,0,0,11.0441017793172,19,NA,NA
"3237_30",3237,1,1,1,22,7,11,0,10,3,44980,0,0,10.7139954573693,25,NA,NA
"3237_31",3237,1,1,2,19,1,12,0,10,4,56517.38,1,1,10.9423211739673,21,NA,NA
"3237_33",3237,1,1,1,17,1,10,0,10,3,56517.38,0,1,10.9423211739673,19,NA,NA
"3239_4",3239,1,1,2,25,1,15,0,7,4,92660,1,1,11.4367029510557,27,NA,NA
"3240_6",3240,1,1,1,26,1,15,0,12,2,68940,0,1,11.1410063453326,27,NA,NA
"3240_30",3240,1,1,2,19,1,11,0,12,3,50036,1,1,10.8205180107453,21,NA,NA
"3258_5",3258,1,1,1,26,1,17,0,12,3,42017.91,0,1,10.645875034034,27,NA,NA
"3268_174",3268,1,1,1,22,1,11,0,11,2,65423,0,1,11.0886444426044,25,NA,NA
"3268_175",3268,1,1,1,19,1,11,0,12,2,65423,0,1,11.0886444426044,22,NA,NA
"3277_5",3277,1,1,1,26,1,12,0,10,3,51640,0,1,10.8520712096065,28,NA,NA
"3285_30",3285,1,1,1,22,3,9,0,13,3,37363.14,0,0,10.5284666999079,25,NA,NA
"3285_31",3285,1,1,2,18,3,12,0,10,3,37363.14,1,0,10.5284666999079,20,NA,NA
"3288_30",3288,0,3,1,18,3,11,0,7,3,64232,0,0,11.0702723763073,20,2,3
"3303_32",3303,1,1,1,17,7,11,NA,NA,NA,109485,0,0,11.6035519661834,19,NA,NA
"3309_4",3309,1,1,1,24,7,17,0,NA,5,59650,0,0,10.9962661918449,27,NA,NA
"3311_30",3311,1,1,2,19,1,12,0,18,4,35080,1,1,10.4654149523512,22,NA,NA
"3316_30",3316,1,1,1,19,7,13,0,17,5,166438.11,0,0,12.0223848158103,21,3,3
"3333_30",3333,0,3,1,23,3,16,0,6,5,81715.83,0,0,11.3110152571855,25,NA,NA
"3336_3",3336,1,1,1,26,1,16,0,5,4,103814.84,0,1,11.5503738392276,28,NA,NA
"3341_30",3341,1,1,2,20,1,15,NA,NA,NA,65340,1,1,11.0873749895987,22,NA,NA
"3341_32",3341,0,3,1,17,7,11,0,18,2,75460,0,0,11.2313712454846,20,NA,NA
"3345_5",3345,1,1,2,25,1,15,0,NA,NA,75837.91,1,1,11.2363667644628,27,NA,NA
"3348_6",3348,1,1,2,26,1,17,0,11,4,41986,1,1,10.6451153255436,28,NA,NA
"3348_31",3348,0,3,1,21,1,12,0,8,4,34413.12,0,1,10.44622222426,23,NA,NA
"3348_32",3348,1,1,1,18,1,12,0,9,4,80615.3,0,1,11.297456141299,21,3,3
"3349_4",3349,1,1,2,27,1,17,0,14,4,70522,1,1,11.16369417673,28,NA,NA
"3353_4",3353,1,1,2,25,1,16,0,17,2,46660,1,1,10.7506639769789,26,NA,NA
"3356_30",3356,0,3,2,24,1,15,0,11,5,26762.19,1,1,10.1947827149103,25,NA,NA
"3356_32",3356,1,1,2,20,6,14,0,14,3,48179.93,1,0,10.7827185785978,23,NA,NA
"3359_30",3359,1,2,2,21,1,12,0,15,3,31750.34,1,1,10.3656902081547,23,NA,NA
"3359_31",3359,1,1,2,18,1,13,0,9,4,65722,1,1,11.0932042193139,21,3,3
"3360_3",3360,1,1,2,26,1,16,0,14,2,50650,1,1,10.8327142528186,28,NA,NA
"3366_30",3366,1,1,1,16,7,8,NA,NA,NA,45032,0,0,10.7151508333283,18,NA,NA
"3367_31",3367,1,1,1,22,1,14,0,9,3,15340.96,0,1,9.63834683729384,23,NA,NA
"3367_33",3367,0,3,2,17,7,12,0,10,4,58100,1,0,10.9699381543958,20,NA,NA
"3368_8",3368,1,1,2,24,3,16,0,12,4,43136,1,0,10.6721363764959,27,NA,NA
"3368_30",3368,1,1,2,19,1,13,0,15,5,29818,1,1,10.3029010532159,22,NA,NA
"3369_7",3369,1,1,1,24,1,16,0,16,4,42916,0,1,10.667023296818,26,NA,NA
"3373_31",3373,1,1,1,16,7,10,NA,NA,NA,81864,0,0,11.3128268280736,18,NA,NA
"3377_31",3377,1,1,1,22,1,11,0,15,3,29960,0,1,10.3076518149112,23,NA,NA
"3377_32",3377,0,3,2,18,6,12,0,15,5,68530,1,0,11.1350414766228,20,NA,NA
"3377_33",3377,1,1,1,19,3,11,NA,NA,NA,70989.23,0,0,11.1702975409211,21,NA,NA
"3378_30",3378,1,1,2,20,3,11,0,13,4,91643.98,1,0,11.4256774781725,22,NA,NA
"3379_32",3379,1,1,1,17,7,11,NA,NA,NA,38316.48,0,0,10.5536614679182,19,NA,NA
"3381_31",3381,1,1,1,21,1,12,0,7,2,67975.81,0,1,11.1269218965827,23,NA,NA
"3381_33",3381,1,1,2,19,1,13,0,14,3,26820,1,1,10.1969404417483,21,NA,NA
"3394_30",3394,1,1,1,22,7,15,0,11,4,231270,0,0,12.3513454620624,24,NA,NA
"3397_7",3397,1,1,1,24,6,12,0,11,3,50270.4,0,0,10.8251916059109,26,NA,NA
"3402_30",3402,1,1,1,20,1,14,0,10,4,41354.41,0,1,10.6299585262348,23,NA,NA
"3407_31",3407,1,1,2,21,1,15,0,3,5,49096,1,1,10.8015532121196,23,NA,NA
"3414_31",3414,1,1,1,22,1,16,0,10,5,48293.13,0,1,10.7850653001639,23,NA,NA
"3424_30",3424,1,1,2,21,3,15,0,12,4,36114,1,0,10.4944635704849,23,NA,NA
"3435_30",3435,1,1,1,19,1,14,0,13,4,120440,0,1,11.6989152854506,21,NA,NA
"3439_30",3439,1,1,1,22,1,12,0,16,2,60980,0,1,11.0183176192271,24,3,3
"3439_32",3439,1,1,1,17,7,11,NA,NA,NA,60980,0,0,11.0183176192271,19,NA,NA
"3441_30",3441,1,1,2,24,1,17,0,15,2,41195.85,1,1,10.626117076104,25,NA,NA
"3451_30",3451,1,1,1,18,1,NA,NA,NA,NA,92960,0,1,11.4399353293429,21,NA,NA
"3468_3",3468,1,1,1,26,3,12,0,13,3,81837.13,0,0,11.3124985509021,27,2,2
"3468_4",3468,1,1,2,23,1,12,0,9,5,81837.13,1,1,11.3124985509021,25,3,3
"3474_30",3474,0,3,2,16,7,11,NA,NA,NA,47340,1,0,10.7651320066303,19,NA,NA
"3478_3",3478,0,3,1,25,7,15,NA,NA,NA,55832.19,0,0,10.9301237744117,27,NA,NA
"3478_4",3478,0,3,2,23,3,14,NA,NA,NA,55832.19,1,0,10.9301237744117,25,NA,NA
"3483_6",3483,1,1,2,24,1,16,0,12,5,99035.23,1,1,11.5032410217658,26,NA,NA
"3487_4",3487,1,1,2,26,1,17,0,14,4,45424,1,1,10.7238178932644,28,NA,NA
"3489_30",3489,1,1,2,21,1,13,0,12,5,43620,1,1,10.6832939647565,23,NA,NA
"3502_6",3502,1,1,2,24,7,17,NA,NA,NA,104415.31,1,0,11.5561411682823,25,NA,NA
"3502_30",3502,1,1,1,20,1,12,0,8,3,40960,0,1,10.6203756734779,23,NA,NA
"3502_31",3502,1,1,2,19,1,12,0,9,5,40960,1,1,10.6203756734779,21,1,1
"3502_32",3502,0,3,2,18,7,11,0,18,3,40960,1,0,10.6203756734779,20,1,1
"3502_33",3502,0,3,1,17,7,10,NA,NA,NA,40960,0,0,10.6203756734779,19,NA,NA
"3507_7",3507,1,1,2,23,1,12,NA,NA,NA,30136.51,1,1,10.3135258543019,24,NA,NA
"3509_30",3509,1,1,1,20,1,12,0,11,4,44265.86,0,1,10.6979915948167,23,NA,NA
"3509_31",3509,1,1,2,19,7,12,0,8,4,44265.86,1,0,10.6979915948167,22,NA,NA
"4009_3",4009,1,1,1,16,3,10,NA,NA,NA,97760,0,0,11.4902810034857,18,2,2
"4034_7",4034,1,1,1,25,1,NA,NA,NA,NA,110577.63,0,1,11.6134821305947,27,3,3
"4055_1",4055,1,1,1,27,1,15,0,14,3,21775.9,0,1,9.98860505394167,28,NA,NA
"4072_3",4072,1,1,2,27,1,16,0,13,3,43160,1,1,10.6726925887051,28,NA,NA
"4075_1",4075,1,1,1,26,1,14,0,15,3,66493.1,0,1,11.1048685009034,28,NA,NA
"4084_3",4084,1,1,1,19,1,14,0,6,4,57092,0,1,10.9524367961851,22,NA,NA
"4095_2",4095,1,1,1,22,1,12,0,5,3,21552,0,1,9.97827029697981,23,NA,NA
"4108_7",4108,1,1,1,22,1,12,NA,NA,NA,73228.85,0,1,11.2013584037122,25,NA,NA
"4111_7",4111,1,1,1,21,1,12,NA,NA,NA,51134.51,0,1,10.8422344467897,24,NA,NA
"4114_2",4114,1,1,2,21,1,13,NA,NA,NA,68894.87,1,1,11.1403515132603,23,NA,NA
"4125_3",4125,1,1,1,20,7,14,0,8,4,59273,0,0,10.9899260402725,22,NA,NA
"4125_5",4125,1,1,1,19,7,12,0,16,3,59273,0,0,10.9899260402725,21,NA,NA
"4126_1",4126,1,1,1,26,1,12,0,18,3,31428.22,0,1,10.3554933124299,27,NA,NA
"4137_3",4137,1,1,1,20,1,14,0,15,3,73864,0,1,11.2099943817557,23,2,2
"4137_4",4137,1,1,2,18,1,12,0,14,5,73864,1,1,11.2099943817557,21,3,3
"4137_5",4137,1,1,1,17,1,12,0,10,4,73864,0,1,11.2099943817557,20,NA,NA
"4162_3",4162,1,1,1,23,7,15,0,11,4,30854,0,0,10.3370540907552,25,NA,NA
"4172_3",4172,1,1,1,20,1,12,0,15,5,53499.35,0,1,10.8874434749188,23,NA,NA
"4172_4",4172,0,3,1,16,7,11,NA,NA,NA,53499.35,0,0,10.8874434749188,19,NA,NA
"4172_7",4172,1,1,2,22,1,14,0,6,4,46440,1,1,10.7459379687411,24,NA,NA
"4172_21",4172,1,1,1,26,1,17,0,16,3,50569.68,0,1,10.8311272406912,28,NA,NA
"4173_3",4173,0,3,1,17,7,12,0,10,4,33921.56,0,0,10.4318355587561,20,3,3
"4178_1",4178,0,3,1,26,7,16,NA,NA,NA,50252.64,0,0,10.8248382611088,28,NA,NA
"4179_3",4179,1,1,2,21,1,13,NA,NA,NA,40180,1,1,10.6011495260632,23,NA,NA
"4179_4",4179,1,1,2,20,1,12,0,13,3,40180,1,1,10.6011495260632,22,3,3
"4196_3",4196,1,1,2,19,1,NA,0,8,5,50457.87,1,1,10.8289138279689,21,NA,NA
"4203_3",4203,1,1,1,22,3,15,NA,NA,NA,77080,0,0,11.2526120959781,24,NA,NA
"4203_4",4203,1,1,1,18,6,12,NA,NA,NA,77080,0,0,11.2526120959781,20,NA,NA
"4206_3",4206,1,1,1,23,1,NA,NA,NA,NA,46217.29,0,1,10.741130886173,26,NA,NA
"4233_4",4233,1,1,1,21,7,15,0,10,4,73480,0,0,11.2047821483818,23,3,3
"4237_1",4237,1,1,2,24,3,17,0,13,3,110724.43,1,0,11.614808812279,26,NA,NA
"4249_2",4249,1,1,2,20,1,12,0,11,5,20854.03,1,1,9.94535044513397,21,NA,NA
"4259_3",4259,1,1,2,22,1,12,NA,NA,NA,20097.37,1,1,9.90839399623147,24,NA,NA
"4259_4",4259,1,1,2,19,1,12,0,12,4,20097.37,1,1,9.90839399623147,21,NA,NA
"4261_3",4261,1,1,1,17,7,10,0,6,4,51034.75,0,0,10.8402816465266,19,NA,NA
"4263_4",4263,1,1,1,16,7,12,NA,NA,NA,82995.92,0,0,11.3265587776565,19,3,3
"4266_4",4266,1,1,2,20,1,12,0,7,5,23366.07,1,1,10.0590830452612,21,NA,NA
"4270_3",4270,0,3,2,22,1,13,0,10,4,76400,1,1,11.2437510640742,24,NA,NA
"4272_2",4272,1,1,1,21,3,14,NA,NA,NA,91780,0,0,11.4271605835094,24,NA,NA
"4272_3",4272,1,1,1,16,7,9,NA,NA,NA,91780,0,0,11.4271605835094,18,NA,NA
"4277_3",4277,1,1,1,24,3,15,0,15,2,78007.35,0,0,11.2645711512242,26,3,3
"4291_5",4291,1,1,1,22,1,12,0,11,4,60728.47,0,1,11.0141843617006,25,NA,NA
"4299_3",4299,1,1,1,20,7,NA,NA,NA,NA,71420,0,0,11.1763472227306,22,NA,NA
"4299_4",4299,0,3,2,16,7,10,NA,NA,NA,71420,1,0,11.1763472227306,18,NA,NA
"4303_4",4303,1,1,1,23,1,12,0,13,2,52869,0,1,10.8755913492295,25,NA,NA
"4304_2",4304,0,3,1,20,7,11,0,13,3,45200,0,0,10.7188744894694,22,NA,NA
"4308_2",4308,1,1,1,23,1,16,0,18,3,37372,0,1,10.5287037975555,25,NA,NA
"4308_3",4308,1,1,2,18,7,12,0,12,3,37372,1,0,10.5287037975555,21,3,3
"4322_3",4322,1,1,1,19,3,13,0,13,2,33596.29,0,0,10.4222006879366,21,NA,NA
"4323_3",4323,1,1,1,26,1,12,NA,NA,NA,25918.74,0,1,10.1627601195517,28,NA,NA
"4323_5",4323,1,1,2,17,1,11,0,11,4,63314,1,1,11.0558775468847,20,NA,NA
"4328_4",4328,1,1,2,18,7,12,0,10,5,108036,1,0,11.5902290400275,20,NA,NA
"4342_8",4342,1,1,2,16,7,NA,NA,NA,NA,29400,1,0,10.2887839663538,19,2,2
"4344_6",4344,1,1,1,23,1,10,0,17,2,69600,0,1,11.1505342140354,25,NA,NA
"4344_7",4344,0,3,2,25,1,12,0,10,3,64414.42,1,1,11.0731083244248,26,NA,NA
"4352_3",4352,1,1,1,20,1,12,NA,NA,NA,58580,0,1,10.9781656909086,22,NA,NA
"4354_2",4354,1,1,2,25,1,12,0,9,3,23635.25,1,1,10.0705368294954,27,NA,NA
"4354_3",4354,0,3,2,24,1,12,0,13,2,23635.25,1,1,10.0705368294954,25,NA,NA
"4354_4",4354,0,3,2,22,3,12,0,11,4,16669.29,1,0,9.72138337211422,24,NA,NA
"4354_5",4354,0,3,1,19,1,11,NA,NA,NA,16669.29,0,1,9.72138337211422,21,NA,NA
"4359_4",4359,1,1,1,24,1,17,0,12,3,51905.18,0,1,10.8571931372096,26,3,3
"4382_3",4382,1,1,2,20,1,10,0,12,2,140320,1,1,11.8516879341485,21,NA,NA
"4382_4",4382,1,1,1,22,1,12,0,17,1,25040,0,1,10.1282697605188,24,NA,NA
"4382_6",4382,1,1,2,25,1,12,0,16,4,81814.92,1,1,11.3122271246815,27,NA,NA
"4383_3",4383,1,1,2,23,1,13,0,8,5,45489.98,1,1,10.7252693435283,24,NA,NA
"4395_3",4395,1,1,2,19,6,10,0,16,4,27972,1,0,10.2389950382205,20,NA,NA
"4398_4",4398,1,1,1,21,1,12,0,10,2,46938.98,0,1,10.7566250433291,23,NA,NA
"4411_3",4411,0,3,2,18,7,12,0,14,4,51740,1,0,10.8540057829595,21,NA,NA
"4418_9",4418,1,1,2,20,3,12,0,14,3,54577.42,1,0,10.9073938455106,21,NA,NA
"4418_16",4418,1,1,2,21,1,12,0,16,5,47034.83,1,1,10.7586649306839,23,NA,NA
"4423_3",4423,1,1,2,20,1,12,0,9,4,37571.66,1,1,10.5340319372329,22,NA,NA
"4426_3",4426,0,3,1,22,3,12,NA,NA,NA,37415.06,0,0,10.5298553029965,24,NA,NA
"4426_4",4426,0,3,1,20,1,11,0,NA,NA,37415.06,0,1,10.5298553029965,22,NA,NA
"4427_3",4427,1,1,2,25,1,12,0,15,3,32880.01,1,1,10.4006505664599,27,NA,NA
"4427_5",4427,1,1,2,22,3,11,0,7,4,59632.99,1,0,10.9959809925065,23,NA,NA
"4443_7",4443,1,1,1,25,1,3,0,NA,NA,56389.77,0,1,10.9400607716114,28,NA,NA
"4454_2",4454,0,3,2,25,1,13,0,15,2,52920,1,1,10.8765555144978,27,NA,NA
"4456_5",4456,1,1,1,17,7,11,0,11,4,101832,0,0,11.5310894955979,19,NA,NA
"4747_170",4747,1,1,1,18,1,NA,NA,NA,NA,68877.93,0,1,11.1401056047185,20,NA,NA
"4759_3",4759,1,1,2,17,7,11,NA,NA,NA,70687.81,1,0,11.1660425649591,18,NA,NA
"4769_1",4769,1,1,1,25,1,16,0,8,3,26785.64,0,1,10.1956585347401,27,NA,NA
"4776_3",4776,1,1,2,20,1,15,0,14,3,95882,1,1,11.4708839771702,23,NA,NA
"4776_4",4776,0,3,2,19,1,13,0,12,3,95882,1,1,11.4708839771702,21,NA,NA
"4828_4",4828,1,1,2,22,1,16,0,8,5,76369.07,1,1,11.2433461444723,24,NA,NA
