"person_id","ER30001","ER30002","ER32000","ER32006","year","volunteer","social_media","follow_interests","resp_earn","resp_rent","resp_bills","resp_money","wb_happiness","wb_interest","wb_satisfied","wb_belong","wb_society_better","wb_people_good","wb_manage_daily","wb_trusting_rel","wb_confident_ideas","wb_life_direction","feel_failure","emp1","cc_balance","cc_value","loan_federal","loan_state","loan_private","loan_other","edu_aspiration","edu_expectation","grade_level","hs_grad","attended_college","major","health","health_compare","health_better","learning_disorder","chronic","health_insurance","race","wellbeing_emo","wellbeing_soc","wellbeing_psy","social_anxiety","enrollment","highest_edu","mother_edu","father_edu","state","age","fam_income","interview_number","sequence_number","relation_rp","wb_happiness_lag","wb_interest_lag","wb_satisfied_lag","wb_belong_lag","wb_society_better_lag","wb_people_good_lag","wb_manage_daily_lag","wb_trusting_rel_lag","wb_confident_ideas_lag","wb_life_direction_lag","feel_failure_lag","wellbeing_emo_lag","wellbeing_soc_lag","wellbeing_psy_lag","social_anxiety_lag"
"4280_2",4280,2,2,1,2021,5,1,1,0,0,0,0,5,6,6,1,2,2,5,5,5,6,1,3,5,0,0,0,0,0,8,0,19,1,1,52,1,3,0,5,5,1,0,6,2,5,2,6,11,96,96,12,28,170800,695,2,20,5,6,5,1,2,5,5,5,5,6,2,5,3,5,2
"4282_3",4282,3,1,1,2019,1,1,1,3,3,2,2,4,4,4,3,1,2,4,4,3,4,3,7,5,0,5,1,5,5,5,5,0,0,1,0,1,3,0,5,5,1,2,4,3,4,4,9,5,12,8,36,22,39000,2554,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4282_3",4282,3,1,1,2021,5,2,2,3,2,3,3,4,4,4,2,1,1,3,3,3,3,3,1,5,0,1,5,5,5,6,6,0,0,1,11,2,1,2,5,5,5,0,4,2,3,4,6,9,12,8,36,24,67000,1898,3,30,4,4,4,3,1,2,4,4,3,4,3,4,3,4,4
"4282_4",4282,4,2,1,2019,5,1,3,2,1,2,3,4,9,2,1,1,2,2,1,1,1,1,7,5,0,0,0,0,0,5,6,0,0,1,0,3,3,0,5,5,5,2,9,1,2,5,9,5,12,8,36,19,39000,2554,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4282_4",4282,4,2,1,2021,5,1,1,2,1,1,3,2,2,2,1,1,1,2,4,1,1,4,7,5,0,0,0,0,0,6,5,0,0,1,0,3,3,0,5,5,1,0,2,1,2,5,9,5,12,8,36,22,67000,1898,4,30,4,9,2,1,1,2,2,1,1,1,1,9,1,2,5
"4285_3",4285,3,2,1,2019,1,2,2,2,1,3,3,5,6,5,6,5,6,6,6,6,6,1,7,5,0,1,5,5,5,8,0,0,0,1,0,2,3,0,5,5,1,1,5,6,6,2,11,9,16,17,24,23,201000,1130,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4285_4",4285,4,2,1,2019,9,1,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,2,99,9,0,0,0,0,0,99,9,0,0,9,0,9,9,0,9,9,9,1,5,5,5,3,4,5,16,17,24,19,201000,1130,52,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4289_3",4289,3,2,1,2021,1,2,4,3,1,2,3,5,6,6,1,1,4,6,5,5,6,1,3,5,0,0,0,0,0,6,5,0,0,5,0,2,3,0,5,5,5,2,6,2,6,3,3,3,6,6,12,18,20800,8337,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4291_5",4291,5,1,1,2019,5,1,1,3,2,3,3,5,6,6,1,1,2,6,3,6,6,4,1,5,0,0,0,0,0,8,0,0,0,5,0,1,1,2,5,5,5,2,6,1,5,4,4,3,4,96,13,20,18000,2319,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4291_5",4291,5,1,1,2021,5,1,2,2,2,2,3,4,5,4,1,3,4,4,2,5,4,3,1,5,0,0,0,0,0,5,5,0,0,5,0,2,3,0,5,5,5,0,4,3,4,4,3,3,4,96,13,22,21000,860,5,33,5,6,6,1,1,2,6,3,6,6,4,6,1,5,4
"4291_5",4291,5,1,1,2023,5,1,1,0,0,0,0,4,5,4,1,3,4,4,2,2,3,3,2,5,0,0,0,0,0,5,5,0,0,5,0,3,3,0,5,5,5,0,4,3,3,0,3,3,4,96,13,25,45000,1186,5,33,4,5,4,1,3,4,4,2,5,4,3,4,3,4,4
"4292_5",4292,5,2,1,2019,5,1,1,0,0,0,0,2,2,2,1,1,2,1,1,6,1,4,1,1,4862,0,0,0,0,1,1,0,0,5,0,3,3,0,5,5,1,3,2,1,2,5,4,5,10,12,12,25,116504,2453,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4292_5",4292,5,2,1,2021,5,1,1,0,0,0,0,2,2,1,1,1,2,1,3,6,1,4,1,5,0,0,0,0,0,3,3,0,0,5,0,3,3,0,5,5,1,0,2,1,3,5,4,5,10,0,12,27,28587,1664,4,30,2,2,2,1,1,2,1,1,6,1,4,2,1,2,5
"4296_3",4296,3,1,1,2021,5,1,5,3,1,3,3,6,6,6,5,3,4,6,6,6,6,1,1,5,0,0,0,0,0,6,6,0,0,5,0,2,1,1,5,5,5,2,6,4,6,2,3,3,2,2,12,20,20600,1687,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299_3",4299,3,1,1,2023,1,1,1,3,3,3,3,4,4,3,2,2,3,2,4,6,6,3,6,5,0,0,0,0,0,6,6,0,0,5,0,4,3,0,5,5,5,2,4,2,4,5,6,9,9,7,48,22,66400,1258,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299_4",4299,4,2,1,2023,5,1,1,1,1,3,3,6,6,6,2,3,5,5,3,4,6,1,3,5,0,0,0,0,0,3,3,0,0,5,0,3,3,0,5,5,1,2,6,4,5,3,3,3,9,7,48,18,66400,1258,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303_3",4303,3,2,1,2019,5,1,5,0,0,0,0,6,6,6,3,2,2,6,6,6,6,1,2,5,0,0,0,0,0,2,2,0,0,1,0,1,3,0,5,5,1,2,6,4,6,3,9,5,8,12,36,24,52932,2454,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303_3",4303,3,2,1,2021,5,1,1,0,0,0,0,6,6,6,5,6,6,6,6,6,6,1,6,5,0,0,0,0,0,2,2,0,0,1,0,1,3,0,5,5,1,0,6,6,6,3,4,5,8,12,36,27,27700,8664,2,20,6,6,6,3,2,2,6,6,6,6,1,6,4,6,3
"4303_4",4303,4,1,1,2019,1,1,3,3,2,2,3,6,6,3,2,3,6,6,6,6,6,1,1,5,0,0,0,0,0,2,2,0,0,3,0,1,3,0,5,5,5,2,5,5,6,2,4,3,8,12,36,21,52932,2454,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303_4",4303,4,1,1,2021,5,1,3,3,3,3,3,6,6,6,1,2,2,6,4,6,5,1,1,1,600,0,0,0,0,2,2,0,0,5,0,1,3,0,5,5,1,0,6,2,5,2,3,3,8,12,36,23,30000,8422,1,10,6,6,3,2,3,6,6,6,6,6,1,5,5,6,2
"4303_4",4303,4,1,1,2023,5,3,4,0,0,0,0,6,1,6,4,2,3,6,6,3,6,1,1,1,5890,0,0,0,0,8,0,0,0,5,0,3,3,0,5,5,1,0,4,3,5,0,3,3,8,12,36,25,40000,2444,1,10,6,6,6,1,2,2,6,4,6,5,1,6,2,5,2
"4304_2",4304,2,1,1,2021,5,1,5,3,2,2,3,5,6,5,1,3,5,5,5,5,4,1,1,1,400,0,0,0,0,3,3,0,1,1,0,2,3,0,5,5,1,2,5,3,5,3,4,5,12,96,36,20,20000,1048,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4308_2",4308,2,1,1,2019,5,1,1,3,2,3,3,6,6,6,6,6,6,6,6,6,6,1,1,1,74,0,0,0,0,5,5,0,0,1,0,1,3,0,5,5,1,2,6,6,6,2,9,5,12,96,36,21,65000,2708,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4308_2",4308,2,1,1,2021,5,1,1,3,2,3,3,6,6,6,6,6,6,6,6,6,6,1,1,5,0,0,0,0,0,6,6,0,0,1,0,1,1,1,5,5,1,0,6,6,6,3,4,5,12,96,36,23,58400,6161,2,30,6,6,6,6,6,6,6,6,6,6,1,6,6,6,2
"4308_2",4308,2,1,1,2023,5,1,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1,1,5,0,0,0,0,0,6,6,0,0,5,0,1,1,1,5,5,1,0,6,6,6,0,4,5,12,96,36,25,61494,2682,2,30,6,6,6,6,6,6,6,6,6,6,1,6,6,6,3
"4308_3",4308,3,2,1,2021,5,1,2,1,1,1,3,5,5,5,2,5,5,3,2,5,5,1,7,5,0,0,0,0,0,4,5,0,0,1,0,1,1,1,5,5,1,2,5,3,4,3,9,3,12,96,36,18,58400,6161,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4308_3",4308,3,2,1,2023,1,1,1,2,1,2,3,2,5,2,2,3,3,1,2,2,2,2,7,5,0,0,0,0,0,5,6,0,0,1,0,3,3,0,5,1,1,0,3,3,2,0,9,5,12,96,6,21,61494,2682,51,30,5,5,5,2,5,5,3,2,5,5,1,5,3,4,3
"4309_4",4309,4,2,1,2019,5,1,1,1,1,1,2,6,6,6,5,5,6,5,6,5,6,1,7,9,0,0,0,0,0,99,9,0,0,9,0,9,9,0,9,9,9,99,6,6,6,2,4,5,17,96,6,19,123990,2366,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4309_4",4309,4,2,1,2021,5,2,3,2,2,2,2,6,6,5,4,2,3,5,5,5,6,2,1,9,0,0,0,0,0,99,9,0,0,9,0,9,9,0,9,9,9,99,6,3,5,2,4,5,17,96,48,21,175000,465,4,30,6,6,6,5,5,6,5,6,5,6,1,6,6,6,2
"4310_3",4310,3,1,1,2021,5,1,2,2,1,1,3,5,5,4,1,1,2,2,5,4,2,1,1,5,0,1,5,5,5,4,2,0,1,1,0,1,1,1,5,5,1,2,5,1,3,5,9,5,5,96,11,17,89000,596,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4312_3",4312,3,1,1,2023,5,1,1,1,1,1,3,3,3,2,2,2,2,1,5,3,2,4,1,5,0,0,0,0,0,6,2,0,0,5,0,4,1,1,5,5,1,4,3,2,3,5,4,5,16,16,6,18,209960,365,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4315_3",4315,3,1,1,2023,5,1,2,2,1,1,3,5,6,4,3,4,3,3,5,6,5,1,3,5,0,0,0,0,0,5,4,0,0,1,0,1,3,0,5,5,1,2,5,4,5,3,9,5,9,10,46,18,68000,2747,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431_30",431,30,1,2,2019,5,1,1,3,1,1,3,5,5,3,5,2,4,5,5,4,5,9,1,5,0,0,0,0,0,5,5,0,0,1,0,2,3,0,5,5,1,1,4,4,4,3,9,5,12,12,34,19,9540,877,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431_30",431,30,1,2,2021,5,1,1,2,1,2,3,6,4,4,4,1,3,5,5,4,4,1,1,5,0,0,0,0,0,5,5,0,0,1,0,2,3,0,5,5,1,0,5,3,4,3,10,5,12,12,34,22,4000,8197,51,30,5,5,3,5,2,4,5,5,4,5,9,4,4,4,3
"4321_9",4321,9,2,1,2021,1,1,1,2,2,2,3,5,5,4,4,4,4,4,5,5,4,1,7,1,800,0,0,0,0,6,6,0,0,1,0,3,3,0,5,5,1,2,5,4,5,4,9,3,6,6,31,20,77000,5501,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4321_9",4321,9,2,1,2023,5,1,1,3,1,3,3,5,5,5,6,5,6,4,5,6,6,1,1,1,5000,0,0,0,0,6,6,19,1,1,0,3,3,0,5,5,1,0,5,5,5,0,11,5,6,6,31,22,95200,2554,3,30,5,5,4,4,4,4,4,5,5,4,1,5,4,5,4
"4322_3",4322,3,1,1,2021,5,5,5,1,1,1,3,6,6,6,2,1,1,1,6,6,6,1,6,1,1200,0,0,0,0,5,5,0,0,1,0,1,5,0,5,5,1,2,6,2,5,2,4,5,10,15,42,19,49000,8432,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4322_3",4322,3,1,1,2023,5,1,2,3,3,3,3,6,6,6,6,1,1,3,6,6,6,1,1,1,1662,0,0,0,0,5,3,0,0,5,0,2,1,2,5,5,1,0,6,4,6,0,4,5,10,15,42,21,30000,1167,3,30,6,6,6,2,1,1,1,6,6,6,1,6,2,5,2
"4322_4",4322,4,1,1,2021,5,5,5,1,1,1,1,6,6,6,1,5,5,6,6,6,6,1,3,5,0,0,0,0,0,5,5,0,0,1,0,2,3,0,5,5,5,2,6,4,6,3,9,5,10,15,42,18,49000,8432,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4323_3",4323,3,1,1,2023,1,4,5,0,0,0,0,2,2,2,2,1,1,1,5,4,6,3,1,9,0,0,0,0,0,99,9,0,0,9,0,2,3,0,5,5,5,3,2,2,5,3,3,3,96,9,42,28,52000,2591,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4323_4",4323,4,1,1,2021,1,1,4,2,1,1,3,6,6,6,6,5,6,6,6,6,6,1,1,5,0,0,0,0,0,5,5,0,0,1,0,1,3,0,5,5,1,3,6,6,6,2,9,3,14,9,42,18,106280,6787,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4323_4",4323,4,1,1,2023,1,1,1,3,1,3,3,6,6,6,5,4,6,6,6,6,5,2,1,1,300,5,1,5,5,6,5,0,0,1,0,1,3,0,5,5,1,0,6,5,6,0,9,3,14,9,42,20,123100,1724,3,30,6,6,6,6,5,6,6,6,6,6,1,6,6,6,2
"4323_5",4323,5,2,1,2021,5,1,5,1,1,1,3,4,4,4,1,3,2,5,5,5,5,1,7,5,0,0,0,0,0,5,5,0,3,5,0,2,1,2,5,5,1,3,4,2,5,4,1,1,14,9,42,17,106280,6787,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4328_4",4328,4,2,1,2021,1,1,1,1,1,1,2,5,4,4,3,2,2,2,4,4,3,2,7,5,0,0,0,0,0,5,5,0,0,1,0,4,3,0,5,5,5,2,4,2,4,5,9,5,12,12,6,18,6000,8278,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4328_4",4328,4,2,1,2023,5,1,3,1,1,1,3,4,4,4,4,3,3,3,3,2,3,2,7,1,1000,0,0,0,0,6,6,0,0,1,0,3,3,0,5,5,5,0,4,3,3,0,9,5,12,12,6,20,99000,1233,4,30,5,4,4,3,2,2,2,4,4,3,2,4,2,4,5
"432_32",432,32,2,2,2019,5,1,2,0,0,0,0,5,5,5,5,4,4,4,4,6,5,2,1,1,1800,0,0,0,0,8,0,0,0,5,0,3,3,0,5,5,1,1,5,4,5,4,5,7,10,96,36,26,39000,8426,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432_33",432,33,2,2,2019,5,2,4,2,1,1,1,1,2,1,6,1,1,1,2,6,1,3,7,5,0,0,0,0,0,2,2,0,1,5,0,9,9,0,9,9,9,99,1,2,3,5,3,3,10,10,34,18,89480,9286,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432_33",432,33,2,2,2023,5,4,4,2,1,2,3,2,5,2,2,1,3,4,6,6,3,1,1,1,45,0,0,0,0,8,0,0,0,5,0,2,3,0,5,5,5,1,3,2,5,0,3,3,10,10,34,22,64400,8084,2,30,1,2,1,6,1,1,1,2,6,1,3,1,2,3,5
"4336_3",4336,3,2,1,2019,1,1,1,1,1,1,3,4,4,4,4,4,4,2,4,2,3,2,3,5,0,1,5,5,5,6,5,0,1,1,0,3,3,0,5,1,1,3,4,3,3,3,9,5,14,15,9,17,76000,367,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4336_3",4336,3,2,1,2021,5,1,1,2,2,3,3,4,4,4,5,1,2,2,4,5,2,2,7,5,0,1,5,5,5,6,5,0,0,1,0,3,1,2,5,5,1,0,4,3,4,2,9,5,14,15,9,19,85000,454,3,30,4,4,4,4,4,4,2,4,2,3,2,4,3,3,3
"4336_3",4336,3,2,1,2023,5,1,1,3,3,2,3,3,3,3,3,3,3,3,3,5,4,2,1,1,650,1,5,5,5,6,6,0,0,1,45,3,5,0,5,5,1,0,3,3,4,0,6,5,15,15,9,21,87732,1212,3,30,4,4,4,5,1,2,2,4,5,2,2,4,3,4,2
"4337_21",4337,21,2,1,2019,5,1,1,2,3,3,3,5,6,5,6,4,4,4,5,6,5,1,7,1,1500,0,0,0,0,2,5,0,0,1,0,3,1,2,5,5,5,3,5,5,5,4,9,5,8,12,21,21,40369,1263,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4337_22",4337,22,1,1,2019,1,1,4,2,1,2,3,5,6,4,4,3,4,3,4,3,2,1,1,5,0,1,5,5,5,5,5,0,0,1,0,2,3,0,5,5,1,3,5,3,4,3,9,5,8,12,21,20,40369,1263,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4337_22",4337,22,1,1,2023,1,2,1,0,0,0,0,4,6,1,2,1,3,2,4,5,5,2,99,9,0,0,0,0,0,99,9,0,0,9,0,9,9,0,9,9,9,0,4,2,4,0,4,5,8,12,21,24,17000,2980,9,30,5,6,4,4,3,4,3,4,3,2,1,5,3,4,3
"4337_5",4337,5,2,1,2019,1,1,1,3,2,2,3,5,2,2,1,2,2,5,6,5,2,4,3,5,0,0,0,0,0,8,0,0,0,5,0,3,1,2,5,5,5,3,3,1,5,5,4,5,8,12,21,19,40369,1263,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4337_5",4337,5,2,1,2021,5,1,1,3,1,3,3,3,2,1,1,1,2,5,3,5,2,4,6,1,925,0,0,0,0,8,0,0,0,5,0,3,3,0,5,5,5,0,2,1,4,5,4,5,8,12,21,21,128210,9123,3,30,5,2,2,1,2,2,5,6,5,2,4,3,1,5,5
"4337_6",4337,6,1,1,2019,1,1,4,2,1,2,3,5,6,6,6,3,4,5,6,6,4,1,3,5,0,1,1,5,5,6,6,0,1,1,0,2,3,0,5,5,1,3,6,4,5,3,9,5,8,12,21,17,40369,1263,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4337_6",4337,6,1,1,2021,5,1,4,3,3,3,3,4,4,4,1,2,5,2,2,2,2,4,1,5,0,5,1,5,5,5,4,0,1,1,0,3,3,0,5,5,5,0,4,2,3,5,4,5,8,12,21,20,128210,9123,4,30,5,6,6,6,3,4,5,6,6,4,1,6,4,5,3
"4337_6",4337,6,1,1,2023,5,4,4,2,1,1,3,4,4,2,1,1,4,2,2,2,2,2,7,1,8000,1,5,5,5,6,5,0,1,1,0,4,3,0,5,5,5,0,3,2,2,0,9,5,8,12,21,21,17000,2980,4,30,4,4,4,1,2,5,2,2,2,2,4,4,2,3,5
"4338_1",4338,1,1,1,2019,5,1,3,0,0,0,0,6,6,5,1,1,4,5,3,4,6,1,1,1,2300,0,0,0,0,8,0,0,0,3,0,4,3,0,5,5,1,2,6,2,4,4,4,5,11,12,9,28,50000,8112,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433_34",433,34,1,2,2019,5,5,5,0,0,0,0,5,5,4,4,2,2,5,5,5,4,1,1,1,2000,0,0,0,0,5,2,0,0,3,0,2,5,0,5,1,1,1,5,3,5,2,5,5,14,12,34,28,35000,5595,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433_38",433,38,1,2,2019,1,2,1,2,2,2,3,5,5,5,5,1,1,3,6,5,6,1,1,5,0,1,5,5,5,6,6,0,0,1,0,3,3,0,5,5,5,1,5,3,5,3,99,19,11,12,10,24,57800,6651,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433_38",433,38,1,2,2021,5,3,2,0,0,0,0,5,5,5,4,2,1,4,5,5,6,1,7,5,0,1,5,5,5,6,6,0,0,1,0,2,3,0,5,5,5,0,5,3,5,3,11,9,11,12,10,26,32000,7404,1,10,5,5,5,5,1,1,3,6,5,6,1,5,3,5,3
"433_38",433,38,1,2,2023,1,4,4,0,0,0,0,5,5,5,5,2,1,4,5,5,5,1,7,5,0,0,0,0,0,6,5,0,0,1,0,3,3,0,5,5,1,0,5,3,5,0,11,9,11,12,10,28,55000,6785,1,10,5,5,5,4,2,1,4,5,5,6,1,5,3,5,3
"433_39",433,39,2,2,2019,1,2,2,3,2,2,3,5,6,6,6,5,6,5,6,6,5,1,1,1,2000,5,5,1,5,8,0,0,0,3,0,1,3,0,5,5,1,1,6,5,6,3,5,7,14,12,42,23,50719,7643,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433_39",433,39,2,2,2021,1,2,4,0,0,0,0,5,5,3,4,2,4,4,5,5,4,3,1,1,1400,5,5,1,5,3,3,0,0,5,0,2,3,0,5,5,1,0,4,3,5,3,5,7,14,12,42,25,40220,2045,2,22,5,6,6,6,5,6,5,6,6,5,1,6,5,6,3
"433_39",433,39,2,2,2023,1,1,1,0,0,0,0,5,5,4,5,3,5,4,5,6,5,2,1,1,9000,5,5,1,5,3,5,0,0,5,0,1,3,0,5,5,1,0,5,4,5,0,5,7,14,12,42,27,70370,6140,2,22,5,5,3,4,2,4,4,5,5,4,3,4,3,5,3
"433_40",433,40,1,2,2019,5,1,5,3,3,3,3,5,5,5,1,1,2,5,6,5,5,1,1,5,0,0,0,0,0,6,5,0,1,5,0,1,1,1,5,5,5,1,5,1,5,4,3,3,11,12,10,22,57800,6651,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433_40",433,40,1,2,2021,5,1,1,0,0,0,0,5,5,5,5,1,5,5,5,6,5,1,1,5,0,0,0,0,0,6,4,0,1,5,0,4,3,0,1,5,5,0,5,3,5,4,3,3,11,12,10,24,46800,2945,3,30,5,5,5,1,1,2,5,6,5,5,1,5,1,5,4
"433_40",433,40,1,2,2023,5,2,2,0,0,0,0,2,2,2,1,1,1,2,2,2,1,3,3,5,0,0,0,0,0,8,0,0,1,5,0,4,1,2,1,5,5,0,2,1,2,0,3,3,11,12,10,27,50752,6525,3,30,5,5,5,5,1,5,5,5,6,5,1,5,3,5,4
"4342_8",4342,8,2,1,2023,5,1,1,2,2,2,3,6,6,6,1,1,2,4,4,6,6,4,3,5,0,0,0,0,0,1,1,0,3,5,0,1,3,0,5,5,1,2,6,2,5,2,1,1,6,5,36,19,38000,2562,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344_4",4344,4,1,1,2023,5,1,1,3,3,3,3,5,6,4,1,2,3,5,5,5,4,2,1,1,2900,0,0,0,0,4,4,12,1,5,0,2,3,0,5,5,1,2,5,3,5,4,3,3,3,96,9,20,19400,2738,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344_5",4344,5,2,1,2019,1,2,2,3,3,2,3,4,4,4,4,5,1,5,5,5,5,2,3,5,0,0,0,0,0,2,3,0,0,5,0,1,1,1,5,5,1,2,4,3,5,4,4,5,3,96,9,18,25200,8514,51,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344_5",4344,5,2,1,2021,5,2,1,3,3,3,3,5,6,5,1,1,1,6,6,6,5,3,1,5,0,0,0,0,0,6,6,0,0,5,0,4,1,2,5,5,5,0,5,1,6,5,4,5,3,96,9,20,24570,7780,3,40,4,4,4,4,5,1,5,5,5,5,2,4,3,5,4
"4344_5",4344,5,2,1,2023,5,2,2,3,3,3,3,5,4,4,1,1,1,5,2,2,2,2,3,1,200,0,0,0,0,6,6,0,0,5,0,1,3,0,5,5,5,0,4,1,3,0,2,2,3,96,9,22,0,1337,3,40,5,6,5,1,1,1,6,6,6,5,3,5,1,6,5
"4344_6",4344,6,1,1,2019,1,2,1,3,3,3,3,6,6,6,2,1,1,6,2,6,6,3,3,5,0,0,0,0,0,4,1,0,3,5,0,2,5,0,5,9,5,2,6,2,5,2,1,1,3,96,9,21,25200,8514,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344_6",4344,6,1,1,2021,1,1,1,3,3,3,3,6,6,6,6,5,5,6,5,6,6,1,1,1,10,0,0,0,0,3,3,0,3,5,0,1,1,1,5,5,1,0,6,5,6,2,1,1,3,96,9,23,18800,7381,4,30,6,6,6,2,1,1,6,2,6,6,3,6,2,5,2
"4344_6",4344,6,1,1,2023,1,3,4,0,0,0,0,6,6,6,2,1,2,5,2,6,6,2,1,5,0,0,0,0,0,8,0,0,9,5,0,3,3,0,5,5,1,0,6,2,5,0,99,99,3,96,9,25,19400,2738,4,30,6,6,6,6,5,5,6,5,6,6,1,6,5,6,2
"4344_7",4344,7,2,1,2019,5,3,3,2,1,2,2,6,5,5,2,2,2,4,1,1,5,2,1,5,0,0,0,0,0,1,1,0,0,5,0,4,5,0,5,5,1,2,5,3,3,3,4,3,3,96,9,23,0,8725,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344_7",4344,7,2,1,2021,9,1,1,0,0,0,0,5,5,5,1,3,3,3,3,3,3,1,3,5,0,0,0,0,0,1,1,0,0,5,0,5,5,0,5,5,5,0,5,2,3,3,3,3,3,96,9,25,24570,7780,1,10,6,5,5,2,2,2,4,1,1,5,2,5,3,3,3
"4344_7",4344,7,2,1,2023,5,1,1,0,0,0,0,3,5,3,4,3,2,1,1,1,5,2,3,5,0,0,0,0,0,1,1,0,0,5,0,5,3,0,5,5,5,0,4,3,2,0,3,3,3,96,9,26,0,1337,1,10,5,5,5,1,3,3,3,3,3,3,1,5,2,3,3
"4346_3",4346,3,2,1,2023,1,1,3,1,1,1,3,6,6,5,6,3,2,6,6,6,4,1,1,5,0,0,0,0,0,6,6,0,0,1,0,2,3,0,5,5,1,2,6,4,6,3,9,5,6,6,9,17,46000,2575,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4352_3",4352,3,1,1,2019,5,2,2,3,2,2,3,5,6,5,4,1,3,5,5,2,6,1,1,5,0,0,0,0,0,5,5,0,0,3,0,2,3,0,5,1,5,2,5,3,4,3,4,5,7,96,36,18,32950,9036,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
